name,url
The Wonderful 101: Remastered,https://www.metacritic.com/game/switch/the-wonderful-101-remastered
Oddworld: Stranger's Wrath HD,https://www.metacritic.com/game/switch/oddworld-strangers-wrath-hd
Tannenberg,https://www.metacritic.com/game/xbox-one/tannenberg
Daemon X Machina,https://www.metacritic.com/game/pc/daemon-x-machina
SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,https://www.metacritic.com/game/xbox-one/spongebob-squarepants-battle-for-bikini-bottom---rehydrated
Dex,https://www.metacritic.com/game/switch/dex
Yu-Gi-Oh! Legacy of the Duelist: Link Evolution,https://www.metacritic.com/game/playstation-4/yu-gi-oh!-legacy-of-the-duelist-link-evolution
Assetto Corsa Competizione,https://www.metacritic.com/game/playstation-4/assetto-corsa-competizione
Beyond A Steel Sky,https://www.metacritic.com/game/pc/beyond-a-steel-sky
Maneater,https://www.metacritic.com/game/xbox-one/maneater
HyperParasite,https://www.metacritic.com/game/switch/hyperparasite
Beyond Blue,https://www.metacritic.com/game/xbox-one/beyond-blue
Sludge Life,https://www.metacritic.com/game/pc/sludge-life
Call of Duty: Modern Warfare 2 Campaign Remastered,https://www.metacritic.com/game/playstation-4/call-of-duty-modern-warfare-2-campaign-remastered
Shantae and the Seven Sirens,https://www.metacritic.com/game/playstation-4/shantae-and-the-seven-sirens
Rocket Arena,https://www.metacritic.com/game/xbox-one/rocket-arena
Through the Darkest of Times,https://www.metacritic.com/game/pc/through-the-darkest-of-times
The Inner Friend,https://www.metacritic.com/game/xbox-one/the-inner-friend
3000th Duel,https://www.metacritic.com/game/switch/3000th-duel
Relicta,https://www.metacritic.com/game/pc/relicta
Maneater,https://www.metacritic.com/game/pc/maneater
Minecraft Dungeons,https://www.metacritic.com/game/pc/minecraft-dungeons
Zombie Army Trilogy,https://www.metacritic.com/game/switch/zombie-army-trilogy
Saints Row: The Third Remastered,https://www.metacritic.com/game/pc/saints-row-the-third-remastered
Namco Museum Archives Vol. 1,https://www.metacritic.com/game/switch/namco-museum-archives-vol-1
TT Isle of Man: Ride On The Edge 2,https://www.metacritic.com/game/pc/tt-isle-of-man-ride-on-the-edge-2
Warriors Orochi 4 Ultimate,https://www.metacritic.com/game/playstation-4/warriors-orochi-4-ultimate
Outbuddies DX,https://www.metacritic.com/game/switch/outbuddies-dx
140,https://www.metacritic.com/game/switch/140
