name,url
The Banner Saga 3,https://www.metacritic.com/game/xbox-one/the-banner-saga-3
DOOM Eternal,https://www.metacritic.com/game/xbox-one/doom-eternal
Minecraft: Xbox One Edition,https://www.metacritic.com/game/xbox-one/minecraft-xbox-one-edition
Guacamelee! Super Turbo Championship Edition,https://www.metacritic.com/game/xbox-one/guacamelee!-super-turbo-championship-edition
Ori and the Blind Forest,https://www.metacritic.com/game/xbox-one/ori-and-the-blind-forest
Apex Legends,https://www.metacritic.com/game/xbox-one/apex-legends
Hellblade: Senua's Sacrifice,https://www.metacritic.com/game/xbox-one/hellblade-senuas-sacrifice
Devil May Cry 5,https://www.metacritic.com/game/xbox-one/devil-may-cry-5
Middle-earth: Shadow of Mordor,https://www.metacritic.com/game/xbox-one/middle-earth-shadow-of-mordor
DOOM,https://www.metacritic.com/game/xbox-one/doom
Battlefield 1,https://www.metacritic.com/game/xbox-one/battlefield-1
Dark Souls III,https://www.metacritic.com/game/xbox-one/dark-souls-iii
Assassin's Creed Odyssey,https://www.metacritic.com/game/xbox-one/assassins-creed-odyssey
Forza Motorsport 6,https://www.metacritic.com/game/xbox-one/forza-motorsport-6
Rocket League,https://www.metacritic.com/game/xbox-one/rocket-league
Kentucky Route Zero: TV Edition,https://www.metacritic.com/game/xbox-one/kentucky-route-zero-tv-edition
Pro Evolution Soccer 2017,https://www.metacritic.com/game/xbox-one/pro-evolution-soccer-2017
Titanfall 2,https://www.metacritic.com/game/xbox-one/titanfall-2
Huntdown,https://www.metacritic.com/game/xbox-one/huntdown
Destiny 2,https://www.metacritic.com/game/xbox-one/destiny-2
Forza Horizon 3: Blizzard Mountain,https://www.metacritic.com/game/xbox-one/forza-horizon-3-blizzard-mountain
XCOM 2,https://www.metacritic.com/game/xbox-one/xcom-2
Forza Horizon 3: Hot Wheels,https://www.metacritic.com/game/xbox-one/forza-horizon-3-hot-wheels
Okami HD,https://www.metacritic.com/game/xbox-one/okami-hd
Thumper,https://www.metacritic.com/game/xbox-one/thumper
The Witness,https://www.metacritic.com/game/xbox-one/the-witness
DiRT Rally,https://www.metacritic.com/game/xbox-one/dirt-rally
Sid Meier's Civilization VI,https://www.metacritic.com/game/xbox-one/sid-meiers-civilization-vi
Cuphead,https://www.metacritic.com/game/xbox-one/cuphead
Killer Instinct Season 3,https://www.metacritic.com/game/xbox-one/killer-instinct-season-3
Pillars of Eternity: Complete Edition,https://www.metacritic.com/game/xbox-one/pillars-of-eternity-complete-edition
Shovel Knight,https://www.metacritic.com/game/xbox-one/shovel-knight
NBA 2K14,https://www.metacritic.com/game/xbox-one/nba-2k14
DmC: Devil May Cry Definitive Edition,https://www.metacritic.com/game/xbox-one/dmc-devil-may-cry-definitive-edition
Sky Force Reloaded,https://www.metacritic.com/game/xbox-one/sky-force-reloaded
NBA 2K16,https://www.metacritic.com/game/xbox-one/nba-2k16
Titanfall,https://www.metacritic.com/game/xbox-one/titanfall
Diablo III: Ultimate Evil Edition,https://www.metacritic.com/game/xbox-one/diablo-iii-ultimate-evil-edition
Resident Evil 7: biohazard,https://www.metacritic.com/game/xbox-one/resident-evil-7-biohazard
Dragon Ball FighterZ,https://www.metacritic.com/game/xbox-one/dragon-ball-fighterz
Destiny 2: Forsaken,https://www.metacritic.com/game/xbox-one/destiny-2-forsaken
Mortal Kombat 11,https://www.metacritic.com/game/xbox-one/mortal-kombat-11
Tomb Raider: Definitive Edition,https://www.metacritic.com/game/xbox-one/tomb-raider-definitive-edition
Rise of the Tomb Raider,https://www.metacritic.com/game/xbox-one/rise-of-the-tomb-raider
Forza Horizon 2,https://www.metacritic.com/game/xbox-one/forza-horizon-2
Observer,https://www.metacritic.com/game/xbox-one/observer
Dying Light: The Following,https://www.metacritic.com/game/xbox-one/dying-light-the-following
DiRT 4,https://www.metacritic.com/game/xbox-one/dirt-4
Forza Motorsport 7,https://www.metacritic.com/game/xbox-one/forza-motorsport-7
Mortal Kombat X,https://www.metacritic.com/game/xbox-one/mortal-kombat-x
Dark Souls Remastered,https://www.metacritic.com/game/xbox-one/dark-souls-remastered
NHL 20,https://www.metacritic.com/game/xbox-one/nhl-20
Thronebreaker: The Witcher Tales,https://www.metacritic.com/game/xbox-one/thronebreaker-the-witcher-tales
Firewatch,https://www.metacritic.com/game/xbox-one/firewatch
Guacamelee! 2,https://www.metacritic.com/game/xbox-one/guacamelee!-2
Call of Duty: Black Ops 4,https://www.metacritic.com/game/xbox-one/call-of-duty-black-ops-4
Batman: Arkham Knight,https://www.metacritic.com/game/xbox-one/batman-arkham-knight
Assassin's Creed Origins,https://www.metacritic.com/game/xbox-one/assassins-creed-origins
Dragon Age: Inquisition,https://www.metacritic.com/game/xbox-one/dragon-age-inquisition
The Outer Worlds,https://www.metacritic.com/game/xbox-one/the-outer-worlds
F1 2016,https://www.metacritic.com/game/xbox-one/f1-2016
Final Fantasy X / X-2 HD Remaster,https://www.metacritic.com/game/xbox-one/final-fantasy-x-x-2-hd-remaster
Halo: The Master Chief Collection,https://www.metacritic.com/game/xbox-one/halo-the-master-chief-collection
Pro Evolution Soccer 2016,https://www.metacritic.com/game/xbox-one/pro-evolution-soccer-2016
Age of Wonders: Planetfall,https://www.metacritic.com/game/xbox-one/age-of-wonders-planetfall
PlayerUnknown's Battlegrounds,https://www.metacritic.com/game/xbox-one/playerunknowns-battlegrounds
The Walking Dead: The Telltale Definitive Series,https://www.metacritic.com/game/xbox-one/the-walking-dead-the-telltale-definitive-series
Monster Boy and the Cursed Kingdom,https://www.metacritic.com/game/xbox-one/monster-boy-and-the-cursed-kingdom
Trials Rising,https://www.metacritic.com/game/xbox-one/trials-rising
NBA 2K18,https://www.metacritic.com/game/xbox-one/nba-2k18
Outer Wilds,https://www.metacritic.com/game/xbox-one/outer-wilds
Desperados III,https://www.metacritic.com/game/xbox-one/desperados-iii
Enter The Gungeon,https://www.metacritic.com/game/xbox-one/enter-the-gungeon
Project CARS 2,https://www.metacritic.com/game/xbox-one/project-cars-2
Crash Team Racing: Nitro-Fueled,https://www.metacritic.com/game/xbox-one/crash-team-racing-nitro-fueled
Rare Replay,https://www.metacritic.com/game/xbox-one/rare-replay
South Park: The Fractured But Whole,https://www.metacritic.com/game/xbox-one/south-park-the-fractured-but-whole
FIFA 17,https://www.metacritic.com/game/xbox-one/fifa-17
BioShock: The Collection,https://www.metacritic.com/game/xbox-one/bioshock-the-collection
Prey,https://www.metacritic.com/game/xbox-one/prey
Gears 5,https://www.metacritic.com/game/xbox-one/gears-5
Gears of War 4,https://www.metacritic.com/game/xbox-one/gears-of-war-4
Halo 5: Guardians,https://www.metacritic.com/game/xbox-one/halo-5-guardians
F1 2017,https://www.metacritic.com/game/xbox-one/f1-2017
F1 2018,https://www.metacritic.com/game/xbox-one/f1-2018
Battle Chasers: Nightwar,https://www.metacritic.com/game/xbox-one/battle-chasers-nightwar
SoulCalibur VI,https://www.metacritic.com/game/xbox-one/soulcalibur-vi
